sep=;
StationName;Long;Lat;ModuleName;ModuleType
"Notman House";-73.5700785;45.5119007;Notman-M234;Indoor
Timestamp;"Timezone : America/Toronto";Temperature;Humidity;CO2;Noise;Pressure
1479556095;"2016/11/19 06:48:15";21.6;42;405;38;1011.4
1479556395;"2016/11/19 06:53:15";21.6;42;406;38;1011.3
1479556696;"2016/11/19 06:58:16";21.6;42;400;46;1011.2
1479557001;"2016/11/19 07:03:21";21.6;42;397;49;1011.2
1479557305;"2016/11/19 07:08:25";21.6;42;404;49;1011.3
1479557608;"2016/11/19 07:13:28";21.6;42;389;44;1011.1
1479557912;"2016/11/19 07:18:32";21.5;42;404;38;1011.1
1479558212;"2016/11/19 07:23:32";21.6;42;404;38;1011
1479558516;"2016/11/19 07:28:36";21.6;42;418;40;1010.8
1479558820;"2016/11/19 07:33:40";21.6;42;406;39;1010.7
1479559124;"2016/11/19 07:38:44";21.6;42;408;38;1010.7
1479559425;"2016/11/19 07:43:45";21.6;42;397;38;1010.7
1479559725;"2016/11/19 07:48:45";21.5;42;392;39;1011
1479560026;"2016/11/19 07:53:46";21.5;41;401;37;1010.8
1479560327;"2016/11/19 07:58:47";21.5;41;398;38;1010.6
1479560627;"2016/11/19 08:03:47";21.5;41;420;49;1010.5
1479560930;"2016/11/19 08:08:50";21.5;41;413;50;1010.3
1479561231;"2016/11/19 08:13:51";21.5;41;410;49;1010.3
1479561532;"2016/11/19 08:18:52";21.5;41;400;49;1010.1
1479561832;"2016/11/19 08:23:52";21.5;41;403;44;1010.2
1479562133;"2016/11/19 08:28:53";21.5;41;403;41;1010.1
1479562433;"2016/11/19 08:33:53";21.5;41;410;41;1010
1479562736;"2016/11/19 08:38:56";21.5;41;407;43;1010.1
1479563039;"2016/11/19 08:43:59";21.5;41;406;40;1009.9
1479563339;"2016/11/19 08:48:59";21.4;41;406;42;1009.9
1479563644;"2016/11/19 08:54:04";21.4;41;406;47;1009.7
1479563944;"2016/11/19 08:59:04";21.4;41;414;47;1009.7
1479564245;"2016/11/19 09:04:05";21.4;41;418;49;1009.6
1479564546;"2016/11/19 09:09:06";21.4;41;406;49;1009.5
1479564846;"2016/11/19 09:14:06";21.4;41;405;55;1009.5
1479565146;"2016/11/19 09:19:06";21.4;41;414;52;1009.3
1479565450;"2016/11/19 09:24:10";21.4;41;407;52;1009.2
1479565754;"2016/11/19 09:29:14";21.4;41;425;51;1009.2
1479566058;"2016/11/19 09:34:18";21.4;41;413;46;1009.1
1479566361;"2016/11/19 09:39:21";21.4;41;410;46;1009
1479566665;"2016/11/19 09:44:25";21.4;41;414;49;1008.7
1479566969;"2016/11/19 09:49:29";21.3;41;412;45;1008.8
1479567272;"2016/11/19 09:54:32";21.3;41;407;45;1008.6
1479567576;"2016/11/19 09:59:36";21.3;41;425;44;1008.6
1479567880;"2016/11/19 10:04:40";21.4;41;416;44;1008.6
1479568184;"2016/11/19 10:09:44";21.3;41;430;46;1008.5
1479568487;"2016/11/19 10:14:47";21.4;41;430;46;1008.4
1479568791;"2016/11/19 10:19:51";21.3;41;434;49;1008.3
1479569095;"2016/11/19 10:24:55";21.4;41;432;51;1008.1
1479569399;"2016/11/19 10:29:59";21.3;41;436;50;1008.1
1479569616;"2016/11/19 10:33:36";21.4;41;453;50;1008
1479569920;"2016/11/19 10:38:40";21.3;41;437;43;1007.9
1479570223;"2016/11/19 10:43:43";21.3;41;451;43;1007.7
1479570526;"2016/11/19 10:48:46";21.3;41;464;44;1007.7
1479570830;"2016/11/19 10:53:50";21.3;41;462;46;1007.6
1479571130;"2016/11/19 10:58:50";21.3;41;471;46;1007.5
1479571434;"2016/11/19 11:03:54";21.3;41;458;46;1007.3
1479571737;"2016/11/19 11:08:57";21.3;41;462;50;1007.3
1479572040;"2016/11/19 11:14:00";21.3;41;477;46;1007.2
1479572343;"2016/11/19 11:19:03";21.3;41;477;43;1007
1479572647;"2016/11/19 11:24:07";21.3;41;482;45;1007
1479572950;"2016/11/19 11:29:10";21.3;41;482;50;1006.8
1479573253;"2016/11/19 11:34:13";21.3;41;483;50;1006.6
1479573557;"2016/11/19 11:39:17";21.3;41;489;53;1006.4
1479573860;"2016/11/19 11:44:20";21.3;41;493;50;1006.2
1479574163;"2016/11/19 11:49:23";21.3;41;485;42;1006
1479574466;"2016/11/19 11:54:26";21.3;41;483;42;1005.8
1479574770;"2016/11/19 11:59:30";21.3;41;483;43;1005.7
1479575073;"2016/11/19 12:04:33";21.3;41;478;43;1005.5
1479575376;"2016/11/19 12:09:36";21.3;41;473;45;1005.4
1479575679;"2016/11/19 12:14:39";21.3;41;476;46;1005.3
1479575983;"2016/11/19 12:19:43";21.3;41;474;49;1005.2
1479576286;"2016/11/19 12:24:46";21.3;41;469;52;1005.2
1479576590;"2016/11/19 12:29:50";21.3;41;477;47;1005
1479576893;"2016/11/19 12:34:53";21.3;41;471;49;1004.8
1479577197;"2016/11/19 12:39:57";21.3;41;473;51;1004.7
1479577500;"2016/11/19 12:45:00";21.3;41;466;53;1004.6
1479577803;"2016/11/19 12:50:03";21.3;41;471;50;1004.5
1479578107;"2016/11/19 12:55:07";21.3;41;485;48;1004.4
1479578332;"2016/11/19 12:58:52";21.3;41;470;45;1004.3
1479578636;"2016/11/19 13:03:56";21.3;41;475;45;1004.1
1479578939;"2016/11/19 13:08:59";21.3;41;467;46;1004.1
1479579239;"2016/11/19 13:13:59";21.3;41;469;50;1003.9
1479579543;"2016/11/19 13:19:03";21.3;41;482;45;1003.8
1479579846;"2016/11/19 13:24:06";21.3;41;473;44;1003.6
1479580149;"2016/11/19 13:29:09";21.3;41;466;41;1003.6
1479580452;"2016/11/19 13:34:12";21.3;41;467;43;1003.5
1479580756;"2016/11/19 13:39:16";21.3;41;464;42;1003.4
1479581060;"2016/11/19 13:44:20";21.3;41;465;45;1003.3
1479581364;"2016/11/19 13:49:24";21.3;41;462;50;1003.1
1479581664;"2016/11/19 13:54:24";21.3;41;455;49;1003
1479581968;"2016/11/19 13:59:28";21.3;41;468;50;1002.9
1479582270;"2016/11/19 14:04:30";21.3;41;465;45;1002.7
1479582570;"2016/11/19 14:09:30";21.3;41;465;44;1002.7
1479582874;"2016/11/19 14:14:34";21.3;41;456;44;1002.6
1479583178;"2016/11/19 14:19:38";21.3;41;465;46;1002.5
1479583478;"2016/11/19 14:24:38";21.3;41;470;48;1002.3
1479583779;"2016/11/19 14:29:39";21.3;41;460;50;1002.3
1479584081;"2016/11/19 14:34:41";21.4;41;469;50;1002.2
1479584382;"2016/11/19 14:39:42";21.3;41;472;45;1002.1
1479584682;"2016/11/19 14:44:42";21.4;41;475;52;1002
1479584982;"2016/11/19 14:49:42";21.3;41;485;48;1002
1479585288;"2016/11/19 14:54:48";21.4;41;493;49;1001.9
1479585591;"2016/11/19 14:59:51";21.3;41;506;50;1001.8
1479585895;"2016/11/19 15:04:55";21.3;41;503;49;1001.7
1479586198;"2016/11/19 15:09:58";21.3;41;505;50;1001.9
1479586498;"2016/11/19 15:14:58";21.3;41;524;51;1001.7
1479586798;"2016/11/19 15:19:58";21.3;41;527;47;1001.6
1479587102;"2016/11/19 15:25:02";21.3;42;528;49;1001.6
1479587405;"2016/11/19 15:30:05";21.3;42;532;48;1001.5
1479587705;"2016/11/19 15:35:05";21.4;42;536;46;1001.5
1479588005;"2016/11/19 15:40:05";21.3;42;549;52;1001.4
1479588309;"2016/11/19 15:45:09";21.3;42;540;55;1001.3
1479588613;"2016/11/19 15:50:13";21.3;42;522;53;1001.2
1479588915;"2016/11/19 15:55:15";21.3;42;524;51;1001.2
1479589218;"2016/11/19 16:00:18";21.3;42;508;51;1001.1
1479589519;"2016/11/19 16:05:19";21.3;42;528;49;1001
1479589820;"2016/11/19 16:10:20";21.3;42;540;50;1000.9
1479590120;"2016/11/19 16:15:20";21.3;42;544;46;1000.9
1479590420;"2016/11/19 16:20:20";21.3;42;559;45;1000.8
1479590721;"2016/11/19 16:25:21";21.3;42;574;46;1000.8
1479591021;"2016/11/19 16:30:21";21.3;42;582;48;1000.7
1479591321;"2016/11/19 16:35:21";21.3;42;585;46;1000.7
1479591621;"2016/11/19 16:40:21";21.3;43;594;45;1000.6
1479591922;"2016/11/19 16:45:22";21.4;43;553;45;1000.5
1479592222;"2016/11/19 16:50:22";21.4;43;540;45;1000.5
1479592522;"2016/11/19 16:55:22";21.4;43;550;45;1000.4
1479592823;"2016/11/19 17:00:23";21.4;43;589;49;1000.4
1479593127;"2016/11/19 17:05:27";21.5;43;626;52;1000.3
1479593428;"2016/11/19 17:10:28";21.4;43;657;50;1000.2
1479593733;"2016/11/19 17:15:33";21.4;43;661;52;1000.2
1479594037;"2016/11/19 17:20:37";21.4;43;669;51;1000.2
1479594340;"2016/11/19 17:25:40";21.5;43;680;50;1000.2
1479594644;"2016/11/19 17:30:44";21.5;43;675;49;1000.2
1479594948;"2016/11/19 17:35:48";21.5;43;686;49;1000
1479595252;"2016/11/19 17:40:52";21.5;43;612;46;1000.2
1479595552;"2016/11/19 17:45:52";21.5;43;582;45;1000.2
1479595852;"2016/11/19 17:50:52";21.5;43;599;48;1000.2
1479596153;"2016/11/19 17:55:53";21.5;43;666;48;1000
1479596456;"2016/11/19 18:00:56";21.5;43;697;52;1000
1479596757;"2016/11/19 18:05:57";21.5;43;722;53;999.9
1479597057;"2016/11/19 18:10:57";21.5;43;752;53;999.9
1479597358;"2016/11/19 18:15:58";21.5;43;806;50;999.9
1479597659;"2016/11/19 18:20:59";21.5;43;806;49;999.8
1479597962;"2016/11/19 18:26:02";21.5;43;789;49;999.7
1479598263;"2016/11/19 18:31:03";21.5;43;763;46;999.6
1479598567;"2016/11/19 18:36:07";21.5;43;770;45;999.5
1479598868;"2016/11/19 18:41:08";21.5;43;755;42;999.5
1479599169;"2016/11/19 18:46:09";21.5;43;721;46;999.4
1479599473;"2016/11/19 18:51:13";21.5;43;705;43;999.5
1479599777;"2016/11/19 18:56:17";21.5;43;741;45;999.7
1479600080;"2016/11/19 19:01:20";21.5;43;751;42;999.6
1479600171;"2016/11/19 19:02:51";21.5;43;740;48;999.6
1479600475;"2016/11/19 19:07:55";21.5;43;744;48;999.7
1479600778;"2016/11/19 19:12:58";21.5;43;745;49;999.6
1479601082;"2016/11/19 19:18:02";21.5;43;730;50;999.6
1479601385;"2016/11/19 19:23:05";21.5;43;719;40;999.5
1479601689;"2016/11/19 19:28:09";21.5;43;699;39;999.7
1479601992;"2016/11/19 19:33:12";21.5;43;692;38;999.7
1479602296;"2016/11/19 19:38:16";21.5;43;667;39;999.7
1479602600;"2016/11/19 19:43:20";21.5;43;662;40;999.8
1479602903;"2016/11/19 19:48:23";21.5;43;641;38;999.9
1479603206;"2016/11/19 19:53:26";21.5;43;627;39;999.8
1479603510;"2016/11/19 19:58:30";21.5;43;613;46;999.8
1479603813;"2016/11/19 20:03:33";21.5;43;597;47;999.8
1479604117;"2016/11/19 20:08:37";21.5;43;590;48;999.8
1479604420;"2016/11/19 20:13:40";21.5;43;580;46;999.8
1479604725;"2016/11/19 20:18:45";21.5;43;561;39;999.7
1479605029;"2016/11/19 20:23:49";21.4;43;560;39;999.7
1479605333;"2016/11/19 20:28:53";21.5;43;542;39;999.6
1479605636;"2016/11/19 20:33:56";21.4;43;541;39;999.5
1479605939;"2016/11/19 20:38:59";21.4;43;541;39;999.5
1479606243;"2016/11/19 20:44:03";21.4;43;547;38;999.5
1479606545;"2016/11/19 20:49:05";21.5;43;539;39;999.3
1479606848;"2016/11/19 20:54:08";21.5;43;538;43;999.3
1479607152;"2016/11/19 20:59:12";21.5;43;538;48;999.3
1479607455;"2016/11/19 21:04:15";21.5;43;542;48;999.4
1479607755;"2016/11/19 21:09:15";21.5;43;536;47;999.4
1479608059;"2016/11/19 21:14:19";21.5;43;513;39;999.5
1479608363;"2016/11/19 21:19:23";21.5;43;521;39;999.5
1479608664;"2016/11/19 21:24:24";21.4;43;517;39;999.4
1479608963;"2016/11/19 21:29:23";21.4;43;527;39;999.4
1479609264;"2016/11/19 21:34:24";21.4;43;516;39;999.5
1479609565;"2016/11/19 21:39:25";21.4;43;513;39;999.4
1479609866;"2016/11/19 21:44:26";21.4;43;500;39;999.4
1479610166;"2016/11/19 21:49:26";21.4;43;495;39;999.4
1479610466;"2016/11/19 21:54:26";21.4;43;484;47;999.2
1479610769;"2016/11/19 21:59:29";21.4;43;483;48;999.1
1479611073;"2016/11/19 22:04:33";21.4;43;483;48;999
1479611377;"2016/11/19 22:09:37";21.4;43;476;42;999
1479611678;"2016/11/19 22:14:38";21.4;43;469;39;999
1479611979;"2016/11/19 22:19:39";21.4;43;476;39;999
1479612279;"2016/11/19 22:24:39";21.4;43;463;39;999
1479612584;"2016/11/19 22:29:44";21.4;43;462;38;999
1479612884;"2016/11/19 22:34:44";21.4;43;456;38;999
1479613188;"2016/11/19 22:39:48";21.4;42;451;40;998.9
1479613492;"2016/11/19 22:44:52";21.4;42;454;40;998.9
1479613795;"2016/11/19 22:49:55";21.4;42;446;40;998.8
1479614099;"2016/11/19 22:54:59";21.4;42;445;48;998.7
1479614403;"2016/11/19 23:00:03";21.4;42;455;48;998.7
1479614704;"2016/11/19 23:05:04";21.4;42;453;48;998.7
1479615009;"2016/11/19 23:10:09";21.4;42;446;41;998.6
1479615313;"2016/11/19 23:15:13";21.4;42;445;41;998.6
1479615614;"2016/11/19 23:20:14";21.4;42;436;41;998.7
1479615914;"2016/11/19 23:25:14";21.4;42;434;40;998.6
1479616217;"2016/11/19 23:30:17";21.4;42;443;41;998.5
1479616521;"2016/11/19 23:35:21";21.4;42;435;41;998.6
1479616824;"2016/11/19 23:40:24";21.4;42;451;40;998.6
1479617125;"2016/11/19 23:45:25";21.4;42;438;40;998.5
1479617425;"2016/11/19 23:50:25";21.4;42;446;41;998.4
1479617728;"2016/11/19 23:55:28";21.4;42;437;49;998.4
1479618031;"2016/11/20 00:00:31";21.4;42;430;49;998.3
1479618334;"2016/11/20 00:05:34";21.4;42;451;49;998.3
1479618634;"2016/11/20 00:10:34";21.4;42;433;43;998.2
1479618934;"2016/11/20 00:15:34";21.4;42;449;41;998.1
1479619238;"2016/11/20 00:20:38";21.4;42;435;39;998
1479619542;"2016/11/20 00:25:42";21.4;42;439;38;998
1479619844;"2016/11/20 00:30:44";21.4;42;433;39;997.8
1479620144;"2016/11/20 00:35:44";21.4;42;434;39;997.7
1479620445;"2016/11/20 00:40:45";21.4;42;435;40;997.7
1479620746;"2016/11/20 00:45:46";21.4;42;435;38;997.6
1479621048;"2016/11/20 00:50:48";21.4;42;434;39;997.4
1479621352;"2016/11/20 00:55:52";21.4;42;436;48;997.3
1479621655;"2016/11/20 01:00:55";21.4;42;438;48;997.2
1479621958;"2016/11/20 01:05:58";21.4;42;439;49;997.1
1479622259;"2016/11/20 01:10:59";21.4;42;434;42;997
1479622559;"2016/11/20 01:15:59";21.4;42;437;40;997
1479622864;"2016/11/20 01:21:04";21.4;42;432;40;997
1479623167;"2016/11/20 01:26:07";21.4;42;442;41;996.9
1479623469;"2016/11/20 01:31:09";21.4;42;434;39;996.8
1479623772;"2016/11/20 01:36:12";21.4;42;436;37;996.7
1479624076;"2016/11/20 01:41:16";21.4;42;435;39;996.7
1479624379;"2016/11/20 01:46:19";21.4;42;434;38;996.6
1479624682;"2016/11/20 01:51:22";21.4;42;431;41;996.5
1479624986;"2016/11/20 01:56:26";21.4;42;435;46;996.3
1479625289;"2016/11/20 02:01:29";21.4;42;427;48;996.3
1479625592;"2016/11/20 02:06:32";21.4;42;439;48;996.2
1479625896;"2016/11/20 02:11:36";21.4;42;434;43;996.1
1479626196;"2016/11/20 02:16:36";21.4;42;442;38;996
1479626500;"2016/11/20 02:21:40";21.4;42;429;41;995.9
1479626804;"2016/11/20 02:26:44";21.4;42;428;36;996
1479627107;"2016/11/20 02:31:47";21.4;42;443;37;995.9
1479627411;"2016/11/20 02:36:51";21.4;42;441;40;995.8
1479627714;"2016/11/20 02:41:54";21.4;41;425;38;995.8
1479628018;"2016/11/20 02:46:58";21.4;41;430;37;995.7
1479628322;"2016/11/20 02:52:02";21.4;41;434;40;995.6
1479628626;"2016/11/20 02:57:06";21.4;41;430;43;995.6
1479628929;"2016/11/20 03:02:09";21.4;41;432;49;995.5
1479629232;"2016/11/20 03:07:12";21.4;41;428;47;995.5
1479629532;"2016/11/20 03:12:12";21.4;41;427;45;995.4
1479629836;"2016/11/20 03:17:16";21.4;41;433;37;995.4
1479630140;"2016/11/20 03:22:20";21.4;41;429;37;995.3
1479630444;"2016/11/20 03:27:24";21.4;41;431;37;995.1
1479630747;"2016/11/20 03:32:27";21.4;41;430;37;995.1
1479631051;"2016/11/20 03:37:31";21.4;41;431;39;995.1
1479631351;"2016/11/20 03:42:31";21.4;41;429;36;995
1479631651;"2016/11/20 03:47:31";21.4;41;427;35;995
1479631955;"2016/11/20 03:52:35";21.4;41;428;35;994.8
1479632259;"2016/11/20 03:57:39";21.4;41;431;35;994.8
1479632563;"2016/11/20 04:02:43";21.4;41;433;48;994.7
1479632866;"2016/11/20 04:07:46";21.4;41;425;48;994.6
1479633169;"2016/11/20 04:12:49";21.4;41;434;48;994.6
1479633473;"2016/11/20 04:17:53";21.4;41;435;38;994.6
1479633773;"2016/11/20 04:22:53";21.4;41;433;35;994.6
1479634077;"2016/11/20 04:27:57";21.4;41;437;37;994.5
1479634382;"2016/11/20 04:33:02";21.4;41;429;38;994.5
1479634682;"2016/11/20 04:38:02";21.4;41;421;35;994.4
1479634986;"2016/11/20 04:43:06";21.4;41;422;35;994.3
1479635290;"2016/11/20 04:48:10";21.4;41;421;35;994.3
1479635593;"2016/11/20 04:53:13";21.4;41;419;36;994.3
1479635894;"2016/11/20 04:58:14";21.4;41;422;35;994.2
1479636198;"2016/11/20 05:03:18";21.4;41;422;41;994.2
1479636502;"2016/11/20 05:08:22";21.4;41;428;47;994.2
1479636805;"2016/11/20 05:13:25";21.5;41;428;47;994.1
1479637109;"2016/11/20 05:18:29";21.4;41;428;44;994
1479637409;"2016/11/20 05:23:29";21.4;41;415;35;994.1
1479637713;"2016/11/20 05:28:33";21.4;41;426;35;994.1
1479638018;"2016/11/20 05:33:38";21.4;41;423;35;994
1479638318;"2016/11/20 05:38:38";21.4;41;432;35;994
1479638618;"2016/11/20 05:43:38";21.4;41;432;35;994
1479638923;"2016/11/20 05:48:43";21.4;41;434;35;993.9
1479639223;"2016/11/20 05:53:43";21.4;41;423;35;993.7
1479639523;"2016/11/20 05:58:43";21.4;41;429;35;993.5
1479639827;"2016/11/20 06:03:47";21.4;41;418;35;993.3
1479640131;"2016/11/20 06:08:51";21.4;41;417;48;993.3
1479640434;"2016/11/20 06:13:54";21.4;41;429;48;993.1
1479640737;"2016/11/20 06:18:57";21.4;41;427;48;993
1479641040;"2016/11/20 06:24:00";21.4;41;420;38;992.8
1479641343;"2016/11/20 06:29:03";21.4;41;421;37;992.5
1479641646;"2016/11/20 06:34:06";21.4;41;420;37;992.2
1479641950;"2016/11/20 06:39:10";21.4;41;410;36;992.1
1479642255;"2016/11/20 06:44:15";21.4;41;412;37;992.5
1479642559;"2016/11/20 06:49:19";21.4;41;419;37;992.8
1479642858;"2016/11/20 06:54:18";21.4;41;413;37;992.5
1479643162;"2016/11/20 06:59:22";21.4;41;422;36;992.4
1479643467;"2016/11/20 07:04:27";21.4;41;418;36;992.4
1479643770;"2016/11/20 07:09:30";21.4;41;416;43;992.5
1479644074;"2016/11/20 07:14:34";21.4;41;410;48;992.5
1479644378;"2016/11/20 07:19:38";21.4;41;415;48;992.4
1479644681;"2016/11/20 07:24:41";21.4;40;404;45;992.3
1479644985;"2016/11/20 07:29:45";21.4;40;412;37;992.2
1479645289;"2016/11/20 07:34:49";21.4;40;411;37;992.1
1479645593;"2016/11/20 07:39:53";21.4;40;415;37;992.1
1479645895;"2016/11/20 07:44:55";21.4;40;421;37;992.1
1479646199;"2016/11/20 07:49:59";21.4;40;411;37;992.2
1479646503;"2016/11/20 07:55:03";21.4;40;406;37;992
1479646806;"2016/11/20 08:00:06";21.4;40;406;37;992
1479647110;"2016/11/20 08:05:10";21.4;40;404;37;991.7
1479647414;"2016/11/20 08:10:14";21.4;40;404;37;991.8
1479647719;"2016/11/20 08:15:19";21.4;40;407;47;991.6
1479648023;"2016/11/20 08:20:23";21.4;40;408;50;991.7
1479648326;"2016/11/20 08:25:26";21.4;40;408;48;991.6
1479648629;"2016/11/20 08:30:29";21.4;40;409;43;991.4
1479648932;"2016/11/20 08:35:32";21.4;40;414;40;991.1
1479649235;"2016/11/20 08:40:35";21.4;40;412;41;991.3
1479649540;"2016/11/20 08:45:40";21.4;40;423;51;991.4
1479649843;"2016/11/20 08:50:43";21.3;40;424;49;991.1
1479650144;"2016/11/20 08:55:44";21.3;40;444;51;990.8
1479650444;"2016/11/20 09:00:44";21.3;40;463;54;990.5
1479650747;"2016/11/20 09:05:47";21.3;40;480;59;990.3
1479651047;"2016/11/20 09:10:47";21.3;41;509;45;990.2
1479651351;"2016/11/20 09:15:51";21.3;41;521;49;990.2
1479651654;"2016/11/20 09:20:54";21.3;41;521;50;990.1
1479651957;"2016/11/20 09:25:57";21.3;41;501;50;990
1479652261;"2016/11/20 09:31:01";21.3;41;496;51;989.9
1479652564;"2016/11/20 09:36:04";21.3;40;487;45;989.8
1479652867;"2016/11/20 09:41:07";21.3;40;475;42;989.6
1479653169;"2016/11/20 09:46:09";21.3;40;474;44;989.5
1479653473;"2016/11/20 09:51:13";21.2;40;470;41;989.4
1479653776;"2016/11/20 09:56:16";21.3;40;469;41;989.3
1479654080;"2016/11/20 10:01:20";21.2;40;455;46;989.2
1479654383;"2016/11/20 10:06:23";21.2;40;457;46;989.2
1479654686;"2016/11/20 10:11:26";21.2;40;448;45;989.4
1479654987;"2016/11/20 10:16:27";21.2;40;449;45;989.2
1479655287;"2016/11/20 10:21:27";21.2;40;465;48;989.1
1479655592;"2016/11/20 10:26:32";21.2;40;467;50;989
1479655895;"2016/11/20 10:31:35";21.2;40;459;51;988.9
1479656197;"2016/11/20 10:36:37";21.2;40;467;49;988.8
1479656501;"2016/11/20 10:41:41";21.2;40;462;48;988.7
